название,оценка,страна,год,жанр

"It Happened One Night,9.3,[],1934,""Romance,Comedy"""
"The Wizard of Oz,8.9,[],1939,""Musical,Kids&family,Fantasy"""
Citizen Kane,9.0,[],1941,Drama
Modern Times,9.5,[],1936,Comedy
"Black Panther,7.9,[],2018,""Adventure,Action,Fantasy"""
"Parasite,9.0,[],2019,""Comedy,Mystery&thriller,Drama"""
"Avengers: Endgame,9.0,[],2019,""Sci-fi,Adventure,Action,Fantasy"""
Casablanca,9.5,[],1942,Drama
"Knives Out,9.2,[],2019,""Crime,Comedy,Drama,Mystery&thriller"""
"Us,5.9,[],2019,""Horror,Mystery&thriller"""
"Toy Story 4,9.4,[],2019,""Comedy,Kids&family,Animation,Adventure,Fantasy"""
"Lady Bird,7.9,[],2017,""Comedy,Drama"""
"Mission: Impossible -- Fallout,8.8,[],2018,""Action,Mystery&thriller,Adventure"""
"BlacKkKlansman,8.3,[],2018,""Crime,Comedy,Drama"""
"Get Out,8.6,[],2017,""Horror,Comedy,Mystery&thriller"""
"The Irishman,8.6,[],2019,""Crime,Drama"""
"The Godfather,9.8,[],1972,""Crime,Drama"""
"Mad Max: Fury Road,8.6,[],2015,""Adventure,Action"""
"Spider-Man: Into the Spider-Verse,9.3,[],2018,""Fantasy,Adventure,Animation,Action,Kids&family,Comedy"""
Sunset Blvd.,9.5,[],1950,Drama
"Moonlight,7.9,[],2016,""Drama,Lgbtq+"""
All About Eve,9.4,[],1950,Drama
"The Cabinet of Dr. Caligari,8.9,[],1919,""Fantasy,Mystery&thriller,Horror"""
"The Philadelphia Story,9.3,[],1940,""Romance,Comedy"""
Roma,7.2,[],2018,Drama
"Wonder Woman,8.3,[],2017,""Adventure,Action,Fantasy"""
"A Star Is Born,7.9,[],2018,""Romance,Drama,Music"""
"Inside Out,8.9,[],2015,""Animation,Comedy,Kids&family,Fantasy"""
"A Quiet Place,8.3,[],2018,""Horror,Mystery&thriller"""
"Eighth Grade,8.2,[],2018,""Comedy,Drama"""
Rebecca,9.2,[],1940,Mystery&thriller
His Girl Friday,9.0,[],1940,Comedy
"Booksmart,7.7,[],2019,""Comedy,Lgbtq+"""
"Logan,9.0,[],2017,""Adventure,Action,Fantasy"""
"Coco,9.4,[],2017,""Comedy,Kids&family,Music,Animation,Adventure"""
"Portrait of a Lady on Fire,9.2,[],2019,""History,Romance,Lgbtq+,Drama"""
"Dunkirk,8.1,[],2017,""War,History,Drama"""
