��������,������,������,���,����

"Звёздный путь,""7,9"",,2009,""['Action, Adventure']"""
"Гарри Поттер и узник Азкабана,""7,9"",,2004,""['Adventure, Family']"""
"Бэмби,""7,3"",,1942,""['Animation, Adventure']"""
"Тонкий человек,8,,1934,""['Comedy, Mystery']"""
"Луна 2112,""7,8"",,2009,""['Drama, Mystery']"""
"Уродцы,""7,9"",,1932,""['Drama, Horror']"""
"12 обезьян,8,,1995,""['Mystery, Sci', 'Fi, Thriller']"""
"Самсара,""8,5"",,I) (,""['Documentary, Music']"""
"Персеполис,8,,2007,""['Animation, Biography']"""
"Конец Евангелиона,""8,1"",,1997,""['Animation, Action']"""
"Зловещие мертвецы 2,""7,7"",,1987,""['Comedy, Horror']"""
"Кто подставил кролика Роджера,""7,7"",,1988,""['Animation, Adventure']"""
"Миссия «Серенити»,""7,8"",,2005,""['Action, Adventure']"""
"Трон в крови,""8,1"",,1957,""['Drama, History']"""
"Корпорация монстров,""8,1"",,2001,""['Animation, Adventure']"""
Дорога,8,,1954,[]
"Стена,8,,1982,""['Drama, Fantasy']"""
"Безумный Макс 2: Воин дороги,""7,6"",,1981,""['Action, Adventure']"""
"Далласский клуб покупателей,8,,2013,""['Biography, Drama']"""
"Зимняя спячка,""8,1"",,2014,[]"
"Из машины,""7,7"",,2014,""['Drama, Sci', 'Fi, Thriller']"""
"Остров собак,""7,8"",,2018,""['Animation, Adventure']"""
"Пираты Карибского моря: Проклятие Чёрной жемчужины,8,,2003,""['Action, Adventure']"""
"Убить Билла 2,8,,2004,""['Action, Crime']"""
"Охота на дикарей,""7,9"",,2016,""['Adventure, Comedy']"""
"Зверополис,8,,2016,""['Animation, Adventure']"""
"Песнь моря,""8,1"",,2014,""['Animation, Adventure']"""
"Район No 9,""7,9"",,2009,""['Action, Sci', 'Fi, Thriller']"""
"Ночь живых мертвецов,""7,9"",,1968,""['Horror, Thriller']"""
"Как приручить дракона,""8,1"",,2010,""['Animation, Action']"""
"Миссия невыполнима: Последствия,""7,7"",,2018,""['Action, Adventure']"""
"Зеркало,""8,1"",,1975,""['Biography, Drama']"""
"Зомби по имени Шон,""7,9"",,2004,""['Comedy, Horror']"""
"Выживший,8,,2015,""['Action, Adventure']"""
"Шрэк,""7,9"",,2001,""['Animation, Adventure']"""
"Интерстеллар,""8,6"",,2014,""['Adventure, Drama']"""
"Особое мнение,""7,6"",,2002,""['Action, Crime']"""
"Небесный замок Лапута,8,,1986,""['Animation, Adventure']"""
"Любовь - болезнь,""7,5"",,2017,""['Comedy, Drama']"""
"Золушка,""7,3"",,1950,""['Animation, Family']"""
"Моя прекрасная леди,""7,8"",,1964,""['Drama, Family']"""
"Вальс с Баширом,8,,2008,""['Documentary, Animation']"""
"Короткая встреча,8,,1945,""['Drama, Romance']"""
"Призрак в доспехах,8,,1995,""['Animation, Action']"""
"Чyнгкингский экспресс,""8,1"",,1994,""['Comedy, Crime']"""
"Мамочка,""8,1"",,I) (,[]"
"Престиж,""8,5"",,2006,""['Drama, Mystery']"""
"Невинные,""7,8"",,1961,[]"
"Чёрный лебедь,8,,2010,""['Drama, Thriller']"""
"Трое негодяев в скрытой крепости,""8,1"",,1958,""['Action, Adventure']"""
"Реинкарнация,""7,3"",,2018,""['Drama, Horror']"""
"Чёрная кошкa, белый кот,""8,1"",,1998,""['Comedy, Crime']"""
"Игра навылет,8,,1972,""['Mystery, Thriller']"""
"Тайна Коко,""8,4"",,I) (,""['Animation, Adventure']"""
"Хищник,""7,8"",,1987,""['Action, Adventure']"""
"Дрянная девчонка,8,,2001,""['Comedy, Drama']"""
"Общество мёртвых поэтов,""8,1"",,1989,""['Comedy, Drama']"""
"Завтрак у Тиффани,""7,6"",,1961,""['Comedy, Drama']"""
"Скрытые фигуры,""7,9"",,2016,""['Biography, Drama']"""
"Игра в имитацию,8,,2014,""['Biography, Drama']"""
"Остров проклятых,""8,2"",,2010,""['Mystery, Thriller']"""
"Линкольн,""7,3"",,2012,""['Biography, Drama']"""
"Хорошо быть тихоней,""7,9"",,2012,""['Drama, Romance']"""
"За пригоршню долларов,8,,1964,""['Action, Drama']"""
"Цель номер один,""7,4"",,2012,""['Drama, History']"""
"Место под солнцем,""7,8"",,1951,""['Drama, Romance']"""
"Афера по-американски,""7,2"",,2013,""['Crime, Drama']"""
Человек дождя,8,,1988,[]
"Гигант,""7,6"",,1956,""['Drama, Western']"""
"Нокдаун,8,,2005,""['Biography, Drama']"""
"Отныне и во веки веков,""7,6"",,1953,""['Drama, Romance']"""
"Переступить черту,""7,8"",,2005,""['Biography, Drama']"""
"Последний император,""7,7"",,1987,""['Biography, Drama']"""
"Мятеж на Баунти,""7,7"",,1935,""['Adventure, Biography']"""
"Самый длинный день,""7,8"",,1962,""['Action, Drama']"""
